target,model,feature,mean_abs_shap,mean_shap,n,importance_share,importance_rank
Podium,M3A_full_asymmetric,recent_gain_exposure,0.042620898100817234,-0.012964413072992407,1022,0.019706524972608875,8.0
Podium,M3A_full_asymmetric,driver_previous_starts,0.03870263163027942,0.011839787894999529,1022,0.01789484526871477,9.0
Podium,M3A_full_asymmetric,location,0.03221369340141519,-0.026106686095608515,1022,0.014894570076241115,10.0
Podium,M3A_full_asymmetric,driver_incident_rate_last10,0.030755043856123716,0.02407874013028341,1022,0.014220137697491692,11.0
Podium,M3A_full_asymmetric,negative_qualifying_surprise,0.0254842569233024,-0.0022992358373238003,1022,0.011783096270742588,12.0
Podium,M3A_full_asymmetric,exposure_history_count,0.005828050134108909,0.0002895301025330507,1022,0.0026947019097946115,13.0
Podium,M3A_full_asymmetric,positive_qualifying_surprise,0.003305521458078439,-0.00011545380136403314,1022,0.0015283662255786258,14.0
Podium,M3S_full_symmetric,qualifying_position,0.8030253291996348,0.03554041069906075,1022,0.3711086790322596,1.0
Podium,M3S_full_symmetric,driver_points_mean_last3,0.3250269754372533,0.028532119828360306,1022,0.15020738091112334,2.0
Podium,M3S_full_symmetric,TeamId,0.28621890818445445,0.05396022688018415,1022,0.13227269062142155,3.0
Podium,M3S_full_symmetric,season,0.22312633539546609,0.21881931686688308,1022,0.10311520269036861,4.0
Podium,M3S_full_symmetric,team_points_mean_last3,0.1891981865028289,-0.004099607119941775,1022,0.08743570908073899,5.0
Podium,M3S_full_symmetric,DriverId,0.17245569281202994,0.02327942383171106,1022,0.07969836320711499,6.0
Podium,M3S_full_symmetric,location,0.04732108579523134,-0.04364364787143892,1022,0.02186888134318704,7.0
Podium,M3S_full_symmetric,qualifying_surprise,0.039244440583119274,-0.006273313405999258,1022,0.01813635507447455,8.0
Podium,M3S_full_symmetric,driver_previous_starts,0.03688326993941629,0.011881954456303717,1022,0.017045167926707103,9.0
Podium,M3S_full_symmetric,driver_incident_rate_last10,0.025052202124261545,0.021350608821167082,1022,0.01157757955960139,10.0
Podium,M3S_full_symmetric,net_recent_deviation,0.01184857046885522,-0.003653751522419062,1022,0.005475677011956824,11.0
Podium,M3S_full_symmetric,exposure_history_count,0.004453891817363924,-0.000493129676403304,1022,0.002058313541045982,12.0
Top10,M0_baseline,qualifying_position,0.7652690781550927,0.024890448583910357,1022,0.3905530109341533,1.0
Top10,M0_baseline,TeamId,0.4495460204106574,0.005876146039555123,1022,0.22942459957759653,2.0
Top10,M0_baseline,DriverId,0.23539425065372868,0.040167549688310406,1022,0.12013282121765123,3.0
Top10,M0_baseline,team_points_mean_last3,0.14223330068635892,0.017186368048911636,1022,0.0725883815560392,4.0
Top10,M0_baseline,driver_points_mean_last3,0.1412923714993932,-0.008903296266476525,1022,0.07210818088213869,5.0
Top10,M0_baseline,driver_previous_starts,0.09694120013356007,0.02304652763141159,1022,0.04947368014268469,6.0
Top10,M0_baseline,season,0.08261234018020744,0.04366964252596059,1022,0.04216098509491544,7.0
Top10,M0_baseline,location,0.02993007010050262,-0.011482149690794046,1022,0.015274730586791819,8.0
